"indice_tiempo","sin_estacionalidad3","log_diferencia","dummie"
2008-01-01,284.444444444444,-0.161458099159045,1
2008-02-01,280.952380952381,-0.012352767967001,1
2008-03-01,288.888888888889,0.0278569545029654,1
2008-04-01,302.222222222222,0.0451204352804702,1
2008-05-01,291.111111111111,-0.0374575625349003,1
2008-06-01,277.142857142857,-0.0491719164168627,1
2008-07-01,331.111111111111,0.17792089916117,1
2008-08-01,303.809523809524,-0.0860530635478183,1
2008-09-01,286.984126984127,-0.0569740310607774,1
2008-10-01,285.396825396825,-0.00554632592055615,1
2008-11-01,261.587301587302,-0.0871125045621488,1
2008-12-01,226.031746031746,-0.146092618497496,1
2009-01-01,232.380952380952,0.0277026025493363,1
2009-02-01,229.52380952381,-0.0123712918025474,1
2009-03-01,237.460317460317,0.0339937558157128,1
2009-04-01,265.714285714286,0.112421092514998,1
2009-05-01,256.825396825397,-0.0340251534309832,1
2009-06-01,256.190476190476,-0.00247524878854311,1
2009-07-01,285.396825396825,0.107959366201672,1
2009-08-01,272.380952380952,-0.0466789349836576,1
2009-09-01,260,-0.0465200156348935,1
2009-10-01,258.730158730159,-0.00489597061220692,1
2009-11-01,254.603174603175,-0.0160795053743481,1
2009-12-01,260.31746031746,0.0221957323917845,1
2010-01-01,260,-0.00122025640522949,1
2010-02-01,260,0,1
2010-03-01,283.174603174603,0.0853820487269399,1
2010-04-01,303.809523809524,0.0703372588729447,1
2010-05-01,297.142857142857,-0.0221879149753619,1
2010-06-01,293.650793650794,-0.0118217389651667,1
2010-07-01,302.857142857143,0.0308699339358611,1
2010-08-01,298.095238095238,-0.015848192240024,1
2010-09-01,280,-0.0626234232014715,1
2010-10-01,299.365079365079,0.0668742266266662,1
2010-11-01,303.174603174603,0.0126450578472728,1
2010-12-01,297.142857142857,-0.0200958640031379,1
2011-01-01,294.603174603175,-0.00858374369139092,1
2011-02-01,297.460317460317,0.00965154945222135,1
2011-03-01,328.571428571429,0.0994734234610473,1
2011-04-01,338.412698412698,0.0295118990263203,1
2011-05-01,321.587301587302,-0.0509971004771064,1
2011-06-01,312.380952380952,-0.02904560719643,1
2011-07-01,326.984126984127,0.0456881841714276,1
2011-08-01,321.269841269841,-0.0176302313762706,1
2011-09-01,327.619047619048,0.019570096194097,1
2011-10-01,336.190476190476,0.0258263995598984,1
2011-11-01,315.555555555556,-0.0633431389448322,1
2011-12-01,318.412698412698,0.00901358130536156,1
2012-01-01,289.52380952381,-0.095110797887604,1
2012-02-01,301.587301587302,0.0408219945202548,1
2012-03-01,320.634920634921,0.0612436252407189,1
2012-04-01,341.269841269841,0.0623703307264583,1
2012-05-01,320.31746031746,-0.0633609202081544,1
2012-06-01,328.571428571429,0.0254416853458608,1
2012-07-01,344.126984126984,0.0462564763001216,1
2012-08-01,303.809523809524,-0.124609790546637,1
2012-09-01,316.190476190476,0.0399438661316447,1
2012-10-01,313.968253968254,-0.00705292596188656,1
2012-11-01,304.761904761905,-0.0297610471608305,1
2012-12-01,311.428571428571,0.0216391751034815,1
2013-01-01,302.857142857143,-0.0279087881170765,1
2013-02-01,329.52380952381,0.0843873922775478,1
2013-03-01,322.539682539683,-0.0214224355874073,1
2013-04-01,348.888888888889,0.0785273262651947,1
2013-05-01,345.714285714286,-0.00914083147066069,1
2013-06-01,365.714285714286,0.0562397183228756,1
2013-07-01,373.968253968254,0.0223185229556959,1
2013-08-01,352.063492063492,-0.0603593768611654,1
2013-09-01,349.52380952381,-0.00723985062768673,1
2013-10-01,346.349206349206,-0.00912415088960916,1
2013-11-01,348.571428571429,0.00639563623640527,1
2013-12-01,321.904761904762,-0.0795874379183479,1
2014-01-01,322.539682539683,0.00197044398729851,1
2014-02-01,325.396825396825,0.00881926343408157,1
2014-03-01,348.571428571429,0.0687977304969678,1
2014-04-01,341.904761904762,-0.0193109449130882,1
2014-05-01,318.412698412698,-0.0711838891944527,1
2014-06-01,316.825396825397,-0.00499751165047169,1
2014-07-01,318.412698412698,0.00499751165047169,1
2014-08-01,308.253968253968,-0.0324243196706107,1
2014-09-01,315.238095238095,0.0224041957538477,1
2014-10-01,326.349206349206,0.034639781969938,1
2014-11-01,313.968253968254,-0.0386761143923984,1
2014-12-01,309.84126984127,-0.0132317452096196,1
2015-01-01,317.460317460317,0.0242926925690448,1
2015-02-01,363.809523809524,0.136277618292548,1
2015-03-01,364.126984126984,0.00087221985468577,1
2015-04-01,374.285714285714,0.0275167834080001,1
2015-05-01,371.746031746032,-0.00680853693965311,1
2015-06-01,384.761904761905,0.0344138030315424,1
2015-07-01,408.253968253968,0.0592647381683049,1
2015-08-01,385.714285714286,-0.0567925490229158,1
2015-09-01,398.730158730159,0.0331879912534951,1
2015-10-01,387.936507936508,-0.0274432072966038,1
2015-11-01,407.936507936508,0.0502698575977796,1
2015-12-01,396.507936507937,-0.0284154872037421,1
2016-01-01,341.587301587302,-0.149092769403849,1
2016-02-01,333.333333333333,-0.02446029757016,1
2016-03-01,315.238095238095,-0.055814779106397,1
2016-04-01,298.095238095238,-0.0559151848369099,1
2016-05-01,306.666666666667,0.0283483550042556,1
2016-06-01,320,0.0425596144187956,1
2016-07-01,337.777777777778,0.0540672212702757,1
2016-08-01,316.190476190476,-0.0660434123169908,1
2016-09-01,327.301587301587,0.0345372264323611,1
2016-10-01,324.761904761905,-0.00778971806533324,1
2016-11-01,311.746031746032,-0.0409034575971603,1
2016-12-01,331.111111111111,0.060265146646306,1
2017-01-01,301.269841269841,-0.0944476563908445,1
2017-02-01,326.031746031746,0.0789884113186305,1
2017-03-01,336.507936507937,0.031626977177555,1
2017-04-01,340.634920634921,0.0121895555245848,1
2017-05-01,352.063492063492,0.0330002447196689,1
2017-06-01,369.52380952381,0.0484036409410162,1
2017-07-01,384.126984126984,0.0387580102994036,1
2017-08-01,397.460317460317,0.0341219130692574,1
2017-09-01,382.857142857143,-0.0374331743729135,1
2017-10-01,387.936507936508,0.0131797624444099,1
2017-11-01,410.15873015873,0.0557025446110062,1
2017-12-01,373.333333333333,-0.094072555883975,1
2018-01-01,344.444444444444,-0.080538862484012,1
2018-02-01,366.349206349206,0.061654181093485,1
2018-03-01,363.809523809524,-0.00695654979335991,1
2018-04-01,397.777777777778,0.0892630576213831,1
2018-05-01,378.095238095238,-0.0507473855407676,1
2018-06-01,344.126984126984,-0.0941353873557089,1
2018-07-01,370.15873015873,0.0729211849108466,1
2018-08-01,345.396825396825,-0.0692379394945499,1
2018-09-01,341.587301587302,-0.0110906866941587,1
2018-10-01,307.619047619048,-0.104741128830963,1
2018-11-01,285.396825396825,-0.0749815774191456,1
2018-12-01,266.666666666667,-0.0678811426342616,1
2019-01-01,275.238095238095,0.0316370849431831,1
2019-02-01,289.84126984127,0.0516969038144266,1
2019-03-01,317.777777777778,0.0920188987202524,1
2019-04-01,329.84126984127,0.0372592117840069,1
2019-05-01,325.079365079365,-0.0145421854997752,1
2019-06-01,323.492063492063,-0.00489477237672808,1
